episode,total_reward,steps,success,epsilon,rolling_success
1,-64.27,400,0,1.0,0.0
2,-48.85,282,1,0.995,0.0
3,-50.06,400,0,0.990025,0.0
4,-70.15,400,0,0.985075,0.0
5,-55.94,400,0,0.98015,0.0
