episode,total_reward,steps,success,epsilon,rolling_success
903,9.777,24,1,0.010875,1.0
904,9.777,24,1,0.01082,1.0
905,9.777,24,1,0.010766,1.0
906,9.777,24,1,0.010712,1.0
907,9.777,24,1,0.010659,1.0
908,9.777,24,1,0.010606,1.0
909,9.777,24,1,0.010553,1.0
910,9.777,24,1,0.0105,1.0
911,9.777,24,1,0.010447,1.0
912,9.777,24,1,0.010395,1.0
913,9.777,24,1,0.010343,1.0
914,9.777,24,1,0.010291,1.0
915,9.725,26,1,0.01024,1.0
916,9.777,24,1,0.010189,1.0
917,9.777,24,1,0.010138,1.0
918,9.777,24,1,0.010087,1.0
919,9.777,24,1,0.010037,1.0
920,9.777,24,1,0.01,1.0
921,9.777,24,1,0.01,1.0
922,9.477,25,1,0.01,1.0
923,9.777,24,1,0.01,1.0
924,9.777,24,1,0.01,1.0
925,9.775,26,1,0.01,1.0
926,9.777,24,1,0.01,1.0
927,9.775,26,1,0.01,1.0
928,9.777,24,1,0.01,1.0
929,9.777,24,1,0.01,1.0
930,9.777,24,1,0.01,1.0
931,9.777,24,1,0.01,1.0
932,9.777,24,1,0.01,1.0
933,9.777,24,1,0.01,1.0
934,9.777,24,1,0.01,1.0
935,9.777,24,1,0.01,1.0
936,9.777,24,1,0.01,1.0
937,9.777,24,1,0.01,1.0
938,9.477,25,1,0.01,1.0
939,9.777,24,1,0.01,1.0
940,9.777,24,1,0.01,1.0
941,9.777,24,1,0.01,1.0
942,9.777,24,1,0.01,1.0
943,9.777,24,1,0.01,1.0
944,9.777,24,1,0.01,1.0
945,9.777,24,1,0.01,1.0
946,9.777,24,1,0.01,1.0
947,9.777,24,1,0.01,1.0
948,9.777,24,1,0.01,1.0
949,9.777,24,1,0.01,1.0
950,9.777,24,1,0.01,1.0
951,9.777,24,1,0.01,1.0
952,9.777,24,1,0.01,1.0
953,9.777,24,1,0.01,1.0
954,9.777,24,1,0.01,1.0
955,9.777,24,1,0.01,1.0
956,9.777,24,1,0.01,1.0
957,9.775,26,1,0.01,1.0
958,9.777,24,1,0.01,1.0
959,9.777,24,1,0.01,1.0
960,9.777,24,1,0.01,1.0
961,9.777,24,1,0.01,1.0
962,9.777,24,1,0.01,1.0
963,9.777,24,1,0.01,1.0
964,9.777,24,1,0.01,1.0
965,9.777,24,1,0.01,1.0
966,9.777,24,1,0.01,1.0
967,9.723,28,1,0.01,1.0
968,9.777,24,1,0.01,1.0
969,9.777,24,1,0.01,1.0
970,9.777,24,1,0.01,1.0
971,9.777,24,1,0.01,1.0
972,9.777,24,1,0.01,1.0
973,9.777,24,1,0.01,1.0
974,9.777,24,1,0.01,1.0
975,9.777,24,1,0.01,1.0
976,9.777,24,1,0.01,1.0
977,9.775,26,1,0.01,1.0
978,9.777,24,1,0.01,1.0
979,9.777,24,1,0.01,1.0
980,9.425,27,1,0.01,1.0
981,9.777,24,1,0.01,1.0
982,9.777,24,1,0.01,1.0
983,9.777,24,1,0.01,1.0
984,9.777,24,1,0.01,1.0
985,9.777,24,1,0.01,1.0
986,9.777,24,1,0.01,1.0
987,9.777,24,1,0.01,1.0
988,9.777,24,1,0.01,1.0
989,9.777,24,1,0.01,1.0
990,9.777,24,1,0.01,1.0
991,9.777,24,1,0.01,1.0
992,9.777,24,1,0.01,1.0
993,9.725,26,1,0.01,1.0
994,9.777,24,1,0.01,1.0
995,9.477,25,1,0.01,1.0
996,9.777,24,1,0.01,1.0
997,9.777,24,1,0.01,1.0
998,9.777,24,1,0.01,1.0
999,9.725,26,1,0.01,1.0
1000,9.777,24,1,0.01,1.0
1001,9.777,24,1,0.01,1.0
1002,9.777,24,1,0.01,1.0
1003,9.777,24,1,0.01,1.0
1004,9.777,24,1,0.01,1.0
1005,9.777,24,1,0.01,1.0
1006,9.777,24,1,0.01,1.0
1007,9.777,24,1,0.01,1.0
1008,9.777,24,1,0.01,1.0
1009,9.777,24,1,0.01,1.0
1010,9.777,24,1,0.01,1.0
1011,9.777,24,1,0.01,1.0
1012,9.777,24,1,0.01,1.0
1013,9.777,24,1,0.01,1.0
1014,9.777,24,1,0.01,1.0
1015,9.425,27,1,0.01,1.0
1016,9.777,24,1,0.01,1.0
1017,9.777,24,1,0.01,1.0
1018,9.777,24,1,0.01,1.0
1019,9.777,24,1,0.01,1.0
1020,9.777,24,1,0.01,1.0
1021,9.777,24,1,0.01,1.0
1022,9.777,24,1,0.01,1.0
1023,9.777,24,1,0.01,1.0
1024,9.777,24,1,0.01,1.0
1025,9.777,24,1,0.01,1.0
1026,9.777,24,1,0.01,1.0
1027,9.777,24,1,0.01,1.0
1028,9.777,24,1,0.01,1.0
1029,9.777,24,1,0.01,1.0
1030,9.777,24,1,0.01,1.0
1031,9.777,24,1,0.01,1.0
1032,9.777,24,1,0.01,1.0
1033,9.777,24,1,0.01,1.0
1034,9.777,24,1,0.01,1.0
1035,9.777,24,1,0.01,1.0
1036,9.777,24,1,0.01,1.0
1037,9.777,24,1,0.01,1.0
1038,9.777,24,1,0.01,1.0
1039,9.777,24,1,0.01,1.0
1040,9.777,24,1,0.01,1.0
1041,9.777,24,1,0.01,1.0
1042,9.777,24,1,0.01,1.0
1043,9.777,24,1,0.01,1.0
1044,9.777,24,1,0.01,1.0
1045,9.777,24,1,0.01,1.0
1046,9.477,25,1,0.01,1.0
1047,9.777,24,1,0.01,1.0
1048,9.775,26,1,0.01,1.0
1049,9.777,24,1,0.01,1.0
1050,9.777,24,1,0.01,1.0
1051,9.777,24,1,0.01,1.0
1052,9.777,24,1,0.01,1.0
1053,9.777,24,1,0.01,1.0
1054,9.777,24,1,0.01,1.0
1055,9.777,24,1,0.01,1.0
1056,9.477,25,1,0.01,1.0
1057,9.777,24,1,0.01,1.0
1058,9.777,24,1,0.01,1.0
1059,9.777,24,1,0.01,1.0
1060,9.777,24,1,0.01,1.0
1061,9.777,24,1,0.01,1.0
1062,9.777,24,1,0.01,1.0
1063,9.777,24,1,0.01,1.0
1064,9.777,24,1,0.01,1.0
1065,9.777,24,1,0.01,1.0
1066,9.777,24,1,0.01,1.0
1067,9.777,24,1,0.01,1.0
1068,9.777,24,1,0.01,1.0
1069,9.777,24,1,0.01,1.0
1070,9.777,24,1,0.01,1.0
1071,9.777,24,1,0.01,1.0
1072,9.777,24,1,0.01,1.0
1073,9.777,24,1,0.01,1.0
1074,9.725,26,1,0.01,1.0
1075,9.777,24,1,0.01,1.0
1076,9.777,24,1,0.01,1.0
1077,9.777,24,1,0.01,1.0
1078,9.775,26,1,0.01,1.0
1079,9.777,24,1,0.01,1.0
1080,9.777,24,1,0.01,1.0
1081,9.777,24,1,0.01,1.0
1082,9.777,24,1,0.01,1.0
1083,9.777,24,1,0.01,1.0
1084,9.777,24,1,0.01,1.0
1085,9.777,24,1,0.01,1.0
1086,9.777,24,1,0.01,1.0
1087,9.777,24,1,0.01,1.0
1088,9.777,24,1,0.01,1.0
1089,9.775,26,1,0.01,1.0
1090,9.775,26,1,0.01,1.0
1091,9.777,24,1,0.01,1.0
1092,9.777,24,1,0.01,1.0
1093,9.777,24,1,0.01,1.0
1094,9.777,24,1,0.01,1.0
1095,9.777,24,1,0.01,1.0
1096,9.777,24,1,0.01,1.0
1097,9.777,24,1,0.01,1.0
1098,9.777,24,1,0.01,1.0
1099,9.777,24,1,0.01,1.0
1100,9.723,28,1,0.01,1.0
1101,9.777,24,1,0.01,1.0
1102,9.777,24,1,0.01,1.0
1103,9.725,26,1,0.01,1.0
1104,9.777,24,1,0.01,1.0
1105,9.727,24,1,0.01,1.0
1106,9.777,24,1,0.01,1.0
1107,9.777,24,1,0.01,1.0
1108,9.777,24,1,0.01,1.0
1109,9.777,24,1,0.01,1.0
1110,9.777,24,1,0.01,1.0
1111,9.777,24,1,0.01,1.0
1112,9.777,24,1,0.01,1.0
1113,9.777,24,1,0.01,1.0
1114,9.777,24,1,0.01,1.0
1115,9.777,24,1,0.01,1.0
1116,9.777,24,1,0.01,1.0
1117,9.777,24,1,0.01,1.0
1118,9.477,25,1,0.01,1.0
1119,9.777,24,1,0.01,1.0
1120,9.777,24,1,0.01,1.0
1121,9.775,26,1,0.01,1.0
1122,9.777,24,1,0.01,1.0
1123,9.777,24,1,0.01,1.0
1124,9.777,24,1,0.01,1.0
1125,9.777,24,1,0.01,1.0
1126,9.777,24,1,0.01,1.0
1127,9.777,24,1,0.01,1.0
1128,9.779,22,1,0.01,1.0
1129,9.777,24,1,0.01,1.0
1130,9.777,24,1,0.01,1.0
1131,9.775,26,1,0.01,1.0
1132,9.777,24,1,0.01,1.0
1133,9.177,26,1,0.01,1.0
1134,9.777,24,1,0.01,1.0
1135,9.777,24,1,0.01,1.0
1136,9.777,24,1,0.01,1.0
1137,9.777,24,1,0.01,1.0
1138,9.777,24,1,0.01,1.0
1139,9.777,24,1,0.01,1.0
1140,9.777,24,1,0.01,1.0
1141,9.777,24,1,0.01,1.0
1142,9.725,26,1,0.01,1.0
1143,9.775,26,1,0.01,1.0
1144,9.477,25,1,0.01,1.0
1145,9.777,24,1,0.01,1.0
1146,9.777,24,1,0.01,1.0
1147,9.777,24,1,0.01,1.0
1148,9.777,24,1,0.01,1.0
1149,9.775,26,1,0.01,1.0
1150,9.777,24,1,0.01,1.0
1151,9.777,24,1,0.01,1.0
1152,9.777,24,1,0.01,1.0
1153,9.777,24,1,0.01,1.0
1154,9.777,24,1,0.01,1.0
1155,9.777,24,1,0.01,1.0
1156,9.777,24,1,0.01,1.0
1157,9.777,24,1,0.01,1.0
1158,9.477,25,1,0.01,1.0
1159,9.777,24,1,0.01,1.0
1160,9.477,25,1,0.01,1.0
1161,9.777,24,1,0.01,1.0
1162,9.477,25,1,0.01,1.0
1163,9.777,24,1,0.01,1.0
1164,9.725,26,1,0.01,1.0
1165,9.777,24,1,0.01,1.0
1166,9.777,24,1,0.01,1.0
1167,9.777,24,1,0.01,1.0
1168,9.777,24,1,0.01,1.0
1169,9.777,24,1,0.01,1.0
1170,9.777,24,1,0.01,1.0
1171,9.777,24,1,0.01,1.0
1172,9.777,24,1,0.01,1.0
1173,9.775,26,1,0.01,1.0
1174,9.777,24,1,0.01,1.0
1175,9.777,24,1,0.01,1.0
1176,9.777,24,1,0.01,1.0
1177,9.777,24,1,0.01,1.0
1178,9.777,24,1,0.01,1.0
1179,9.777,24,1,0.01,1.0
1180,9.777,24,1,0.01,1.0
1181,9.777,24,1,0.01,1.0
1182,9.725,26,1,0.01,1.0
1183,9.777,24,1,0.01,1.0
1184,9.477,25,1,0.01,1.0
1185,9.777,24,1,0.01,1.0
1186,9.777,24,1,0.01,1.0
1187,9.777,24,1,0.01,1.0
1188,9.777,24,1,0.01,1.0
1189,9.777,24,1,0.01,1.0
1190,9.777,24,1,0.01,1.0
1191,9.777,24,1,0.01,1.0
1192,9.777,24,1,0.01,1.0
1193,9.777,24,1,0.01,1.0
1194,9.777,24,1,0.01,1.0
1195,9.777,24,1,0.01,1.0
1196,9.775,26,1,0.01,1.0
1197,9.777,24,1,0.01,1.0
1198,9.477,25,1,0.01,1.0
1199,9.777,24,1,0.01,1.0
1200,9.777,24,1,0.01,1.0
1201,9.777,24,1,0.01,1.0
1202,9.477,25,1,0.01,1.0
1203,9.777,24,1,0.01,1.0
1204,9.777,24,1,0.01,1.0
1205,9.777,24,1,0.01,1.0
1206,9.777,24,1,0.01,1.0
1207,9.777,24,1,0.01,1.0
1208,9.777,24,1,0.01,1.0
1209,9.777,24,1,0.01,1.0
1210,9.775,26,1,0.01,1.0
1211,9.777,24,1,0.01,1.0
1212,9.775,26,1,0.01,1.0
1213,9.777,24,1,0.01,1.0
1214,9.777,24,1,0.01,1.0
1215,9.777,24,1,0.01,1.0
1216,9.777,24,1,0.01,1.0
1217,9.777,24,1,0.01,1.0
1218,9.777,24,1,0.01,1.0
1219,9.777,24,1,0.01,1.0
1220,9.777,24,1,0.01,1.0
1221,9.777,24,1,0.01,1.0
1222,9.777,24,1,0.01,1.0
1223,9.477,25,1,0.01,1.0
1224,9.777,24,1,0.01,1.0
1225,9.777,24,1,0.01,1.0
1226,9.777,24,1,0.01,1.0
1227,9.777,24,1,0.01,1.0
1228,9.777,24,1,0.01,1.0
1229,9.777,24,1,0.01,1.0
1230,9.777,24,1,0.01,1.0
1231,9.777,24,1,0.01,1.0
1232,9.777,24,1,0.01,1.0
1233,9.777,24,1,0.01,1.0
1234,9.777,24,1,0.01,1.0
1235,9.777,24,1,0.01,1.0
1236,9.775,26,1,0.01,1.0
1237,9.477,25,1,0.01,1.0
1238,9.777,24,1,0.01,1.0
1239,9.777,24,1,0.01,1.0
1240,9.777,24,1,0.01,1.0
1241,9.777,24,1,0.01,1.0
1242,9.777,24,1,0.01,1.0
1243,9.777,24,1,0.01,1.0
1244,9.777,24,1,0.01,1.0
1245,9.777,24,1,0.01,1.0
1246,9.777,24,1,0.01,1.0
1247,9.777,24,1,0.01,1.0
1248,9.775,26,1,0.01,1.0
1249,9.775,26,1,0.01,1.0
1250,9.777,24,1,0.01,1.0
1251,9.777,24,1,0.01,1.0
1252,9.773,28,1,0.01,1.0
1253,9.777,24,1,0.01,1.0
1254,9.777,24,1,0.01,1.0
1255,9.777,24,1,0.01,1.0
1256,9.777,24,1,0.01,1.0
1257,9.777,24,1,0.01,1.0
1258,9.727,24,1,0.01,1.0
1259,9.777,24,1,0.01,1.0
1260,9.777,24,1,0.01,1.0
1261,9.777,24,1,0.01,1.0
1262,9.723,28,1,0.01,1.0
1263,9.777,24,1,0.01,1.0
1264,9.777,24,1,0.01,1.0
1265,9.777,24,1,0.01,1.0
1266,9.777,24,1,0.01,1.0
1267,9.777,24,1,0.01,1.0
1268,9.777,24,1,0.01,1.0
1269,9.777,24,1,0.01,1.0
1270,9.777,24,1,0.01,1.0
1271,9.777,24,1,0.01,1.0
1272,9.777,24,1,0.01,1.0
1273,9.777,24,1,0.01,1.0
1274,9.775,26,1,0.01,1.0
1275,9.777,24,1,0.01,1.0
1276,9.777,24,1,0.01,1.0
1277,9.725,26,1,0.01,1.0
1278,9.777,24,1,0.01,1.0
1279,9.777,24,1,0.01,1.0
1280,9.777,24,1,0.01,1.0
1281,9.777,24,1,0.01,1.0
1282,9.777,24,1,0.01,1.0
1283,9.777,24,1,0.01,1.0
1284,9.777,24,1,0.01,1.0
1285,9.777,24,1,0.01,1.0
1286,9.777,24,1,0.01,1.0
1287,9.777,24,1,0.01,1.0
1288,9.777,24,1,0.01,1.0
1289,9.777,24,1,0.01,1.0
1290,9.777,24,1,0.01,1.0
1291,9.777,24,1,0.01,1.0
1292,9.775,26,1,0.01,1.0
1293,9.777,24,1,0.01,1.0
1294,9.777,24,1,0.01,1.0
1295,9.777,24,1,0.01,1.0
1296,9.777,24,1,0.01,1.0
1297,9.777,24,1,0.01,1.0
1298,9.777,24,1,0.01,1.0
1299,9.777,24,1,0.01,1.0
1300,9.777,24,1,0.01,1.0
1301,9.777,24,1,0.01,1.0
1302,9.777,24,1,0.01,1.0
1303,9.777,24,1,0.01,1.0
1304,9.777,24,1,0.01,1.0
1305,9.777,24,1,0.01,1.0
1306,9.777,24,1,0.01,1.0
1307,9.777,24,1,0.01,1.0
1308,9.777,24,1,0.01,1.0
1309,9.777,24,1,0.01,1.0
1310,9.777,24,1,0.01,1.0
1311,9.777,24,1,0.01,1.0
1312,9.777,24,1,0.01,1.0
1313,9.773,28,1,0.01,1.0
1314,9.777,24,1,0.01,1.0
1315,9.777,24,1,0.01,1.0
1316,9.477,25,1,0.01,1.0
1317,9.777,24,1,0.01,1.0
1318,9.777,24,1,0.01,1.0
1319,9.777,24,1,0.01,1.0
1320,9.777,24,1,0.01,1.0
1321,9.777,24,1,0.01,1.0
1322,9.725,26,1,0.01,1.0
1323,9.777,24,1,0.01,1.0
1324,9.777,24,1,0.01,1.0
1325,9.777,24,1,0.01,1.0
1326,9.777,24,1,0.01,1.0
1327,9.477,25,1,0.01,1.0
1328,9.777,24,1,0.01,1.0
1329,9.777,24,1,0.01,1.0
1330,9.777,24,1,0.01,1.0
1331,9.777,24,1,0.01,1.0
1332,9.777,24,1,0.01,1.0
1333,9.777,24,1,0.01,1.0
1334,9.777,24,1,0.01,1.0
1335,9.777,24,1,0.01,1.0
1336,9.777,24,1,0.01,1.0
1337,9.777,24,1,0.01,1.0
1338,9.777,24,1,0.01,1.0
1339,9.777,24,1,0.01,1.0
1340,9.777,24,1,0.01,1.0
1341,9.777,24,1,0.01,1.0
1342,9.777,24,1,0.01,1.0
1343,9.777,24,1,0.01,1.0
1344,9.777,24,1,0.01,1.0
1345,9.777,24,1,0.01,1.0
1346,9.777,24,1,0.01,1.0
1347,9.777,24,1,0.01,1.0
1348,9.477,25,1,0.01,1.0
1349,9.777,24,1,0.01,1.0
1350,9.777,24,1,0.01,1.0
1351,9.777,24,1,0.01,1.0
1352,9.777,24,1,0.01,1.0
1353,9.777,24,1,0.01,1.0
1354,9.777,24,1,0.01,1.0
1355,9.777,24,1,0.01,1.0
1356,9.777,24,1,0.01,1.0
1357,9.777,24,1,0.01,1.0
1358,9.777,24,1,0.01,1.0
1359,9.775,26,1,0.01,1.0
1360,9.777,24,1,0.01,1.0
1361,9.777,24,1,0.01,1.0
1362,9.777,24,1,0.01,1.0
1363,9.777,24,1,0.01,1.0
1364,9.777,24,1,0.01,1.0
1365,9.777,24,1,0.01,1.0
1366,9.777,24,1,0.01,1.0
1367,9.777,24,1,0.01,1.0
1368,9.777,24,1,0.01,1.0
1369,9.777,24,1,0.01,1.0
1370,9.777,24,1,0.01,1.0
1371,9.777,24,1,0.01,1.0
1372,9.777,24,1,0.01,1.0
1373,9.777,24,1,0.01,1.0
1374,9.777,24,1,0.01,1.0
1375,9.775,26,1,0.01,1.0
1376,9.777,24,1,0.01,1.0
1377,9.777,24,1,0.01,1.0
1378,9.777,24,1,0.01,1.0
1379,9.777,24,1,0.01,1.0
1380,9.777,24,1,0.01,1.0
1381,9.777,24,1,0.01,1.0
1382,9.777,24,1,0.01,1.0
1383,9.777,24,1,0.01,1.0
1384,9.777,24,1,0.01,1.0
1385,9.777,24,1,0.01,1.0
1386,9.777,24,1,0.01,1.0
1387,9.777,24,1,0.01,1.0
1388,9.777,24,1,0.01,1.0
1389,9.777,24,1,0.01,1.0
1390,9.777,24,1,0.01,1.0
1391,9.777,24,1,0.01,1.0
1392,9.777,24,1,0.01,1.0
1393,9.777,24,1,0.01,1.0
1394,9.777,24,1,0.01,1.0
1395,9.477,25,1,0.01,1.0
1396,9.777,24,1,0.01,1.0
1397,9.777,24,1,0.01,1.0
1398,9.775,26,1,0.01,1.0
1399,9.777,24,1,0.01,1.0
1400,9.777,24,1,0.01,1.0
1401,9.777,24,1,0.01,1.0
1402,9.477,25,1,0.01,1.0
1403,9.777,24,1,0.01,1.0
1404,9.775,26,1,0.01,1.0
1405,9.777,24,1,0.01,1.0
1406,9.777,24,1,0.01,1.0
1407,9.777,24,1,0.01,1.0
1408,9.777,24,1,0.01,1.0
1409,9.777,24,1,0.01,1.0
1410,9.777,24,1,0.01,1.0
1411,9.777,24,1,0.01,1.0
1412,9.777,24,1,0.01,1.0
1413,9.477,25,1,0.01,1.0
1414,9.777,24,1,0.01,1.0
1415,9.777,24,1,0.01,1.0
1416,9.777,24,1,0.01,1.0
1417,9.777,24,1,0.01,1.0
1418,9.777,24,1,0.01,1.0
1419,9.777,24,1,0.01,1.0
1420,9.477,25,1,0.01,1.0
1421,9.777,24,1,0.01,1.0
1422,9.777,24,1,0.01,1.0
1423,9.777,24,1,0.01,1.0
1424,9.777,24,1,0.01,1.0
1425,9.777,24,1,0.01,1.0
1426,9.777,24,1,0.01,1.0
1427,9.777,24,1,0.01,1.0
1428,9.777,24,1,0.01,1.0
1429,9.777,24,1,0.01,1.0
1430,9.775,26,1,0.01,1.0
1431,9.777,24,1,0.01,1.0
1432,9.777,24,1,0.01,1.0
1433,9.777,24,1,0.01,1.0
1434,9.777,24,1,0.01,1.0
1435,9.777,24,1,0.01,1.0
1436,9.777,24,1,0.01,1.0
1437,9.777,24,1,0.01,1.0
1438,9.777,24,1,0.01,1.0
1439,9.777,24,1,0.01,1.0
1440,9.777,24,1,0.01,1.0
1441,9.777,24,1,0.01,1.0
1442,9.775,26,1,0.01,1.0
1443,9.777,24,1,0.01,1.0
1444,9.777,24,1,0.01,1.0
1445,9.777,24,1,0.01,1.0
1446,9.777,24,1,0.01,1.0
1447,9.777,24,1,0.01,1.0
1448,9.777,24,1,0.01,1.0
1449,9.777,24,1,0.01,1.0
1450,9.777,24,1,0.01,1.0
1451,9.777,24,1,0.01,1.0
1452,9.777,24,1,0.01,1.0
1453,9.777,24,1,0.01,1.0
1454,9.777,24,1,0.01,1.0
1455,9.777,24,1,0.01,1.0
1456,9.777,24,1,0.01,1.0
1457,9.777,24,1,0.01,1.0
1458,9.777,24,1,0.01,1.0
1459,9.777,24,1,0.01,1.0
1460,9.777,24,1,0.01,1.0
1461,9.477,25,1,0.01,1.0
1462,9.777,24,1,0.01,1.0
1463,9.477,25,1,0.01,1.0
1464,9.477,25,1,0.01,1.0
1465,9.777,24,1,0.01,1.0
1466,9.777,24,1,0.01,1.0
1467,9.477,25,1,0.01,1.0
1468,9.777,24,1,0.01,1.0
1469,9.777,24,1,0.01,1.0
1470,9.777,24,1,0.01,1.0
1471,9.777,24,1,0.01,1.0
1472,9.725,26,1,0.01,1.0
1473,9.775,26,1,0.01,1.0
1474,9.777,24,1,0.01,1.0
1475,9.777,24,1,0.01,1.0
1476,9.777,24,1,0.01,1.0
1477,9.777,24,1,0.01,1.0
1478,9.777,24,1,0.01,1.0
1479,9.775,26,1,0.01,1.0
1480,9.777,24,1,0.01,1.0
1481,9.777,24,1,0.01,1.0
1482,9.777,24,1,0.01,1.0
1483,9.777,24,1,0.01,1.0
1484,9.777,24,1,0.01,1.0
1485,9.777,24,1,0.01,1.0
1486,9.777,24,1,0.01,1.0
1487,9.725,26,1,0.01,1.0
1488,9.777,24,1,0.01,1.0
1489,9.777,24,1,0.01,1.0
1490,9.477,25,1,0.01,1.0
1491,9.477,25,1,0.01,1.0
1492,9.777,24,1,0.01,1.0
1493,9.777,24,1,0.01,1.0
1494,9.777,24,1,0.01,1.0
1495,9.777,24,1,0.01,1.0
1496,9.777,24,1,0.01,1.0
1497,9.777,24,1,0.01,1.0
1498,9.777,24,1,0.01,1.0
1499,9.777,24,1,0.01,1.0
1500,9.777,24,1,0.01,1.0
1501,9.777,24,1,0.01,1.0
1502,9.725,26,1,0.01,1.0
1503,9.777,24,1,0.01,1.0
1504,9.777,24,1,0.01,1.0
1505,9.777,24,1,0.01,1.0
1506,9.777,24,1,0.01,1.0
1507,9.777,24,1,0.01,1.0
1508,9.777,24,1,0.01,1.0
1509,9.777,24,1,0.01,1.0
1510,9.777,24,1,0.01,1.0
1511,9.777,24,1,0.01,1.0
1512,9.777,24,1,0.01,1.0
1513,9.777,24,1,0.01,1.0
1514,9.777,24,1,0.01,1.0
1515,9.477,25,1,0.01,1.0
1516,9.777,24,1,0.01,1.0
1517,9.777,24,1,0.01,1.0
1518,9.777,24,1,0.01,1.0
1519,9.777,24,1,0.01,1.0
1520,9.777,24,1,0.01,1.0
1521,9.777,24,1,0.01,1.0
1522,9.777,24,1,0.01,1.0
1523,9.777,24,1,0.01,1.0
1524,9.777,24,1,0.01,1.0
1525,9.777,24,1,0.01,1.0
1526,9.777,24,1,0.01,1.0
1527,9.775,26,1,0.01,1.0
1528,9.777,24,1,0.01,1.0
1529,9.777,24,1,0.01,1.0
1530,9.775,26,1,0.01,1.0
1531,9.777,24,1,0.01,1.0
1532,9.777,24,1,0.01,1.0
1533,9.777,24,1,0.01,1.0
1534,9.777,24,1,0.01,1.0
1535,9.777,24,1,0.01,1.0
1536,9.777,24,1,0.01,1.0
1537,9.777,24,1,0.01,1.0
1538,9.777,24,1,0.01,1.0
1539,9.777,24,1,0.01,1.0
1540,9.777,24,1,0.01,1.0
1541,9.777,24,1,0.01,1.0
1542,9.725,26,1,0.01,1.0
1543,9.777,24,1,0.01,1.0
1544,9.777,24,1,0.01,1.0
1545,9.777,24,1,0.01,1.0
1546,9.777,24,1,0.01,1.0
1547,9.777,24,1,0.01,1.0
1548,9.777,24,1,0.01,1.0
1549,9.777,24,1,0.01,1.0
1550,9.777,24,1,0.01,1.0
1551,9.775,26,1,0.01,1.0
1552,9.777,24,1,0.01,1.0
1553,9.777,24,1,0.01,1.0
1554,9.777,24,1,0.01,1.0
1555,9.777,24,1,0.01,1.0
1556,9.777,24,1,0.01,1.0
1557,9.777,24,1,0.01,1.0
1558,9.777,24,1,0.01,1.0
1559,9.777,24,1,0.01,1.0
1560,9.725,26,1,0.01,1.0
1561,9.477,25,1,0.01,1.0
1562,9.777,24,1,0.01,1.0
1563,9.777,24,1,0.01,1.0
1564,9.777,24,1,0.01,1.0
1565,9.777,24,1,0.01,1.0
1566,9.777,24,1,0.01,1.0
1567,9.777,24,1,0.01,1.0
1568,9.777,24,1,0.01,1.0
1569,9.777,24,1,0.01,1.0
1570,9.477,25,1,0.01,1.0
1571,9.777,24,1,0.01,1.0
1572,9.777,24,1,0.01,1.0
1573,9.777,24,1,0.01,1.0
1574,9.777,24,1,0.01,1.0
1575,9.777,24,1,0.01,1.0
1576,9.777,24,1,0.01,1.0
1577,9.777,24,1,0.01,1.0
1578,9.777,24,1,0.01,1.0
1579,9.777,24,1,0.01,1.0
1580,9.777,24,1,0.01,1.0
1581,9.777,24,1,0.01,1.0
1582,9.777,24,1,0.01,1.0
1583,9.777,24,1,0.01,1.0
1584,9.777,24,1,0.01,1.0
1585,9.777,24,1,0.01,1.0
1586,9.777,24,1,0.01,1.0
1587,9.775,26,1,0.01,1.0
1588,9.777,24,1,0.01,1.0
1589,9.777,24,1,0.01,1.0
1590,9.777,24,1,0.01,1.0
1591,9.777,24,1,0.01,1.0
1592,9.725,26,1,0.01,1.0
1593,9.777,24,1,0.01,1.0
1594,9.777,24,1,0.01,1.0
1595,9.777,24,1,0.01,1.0
1596,9.773,28,1,0.01,1.0
1597,9.477,25,1,0.01,1.0
1598,9.777,24,1,0.01,1.0
1599,9.777,24,1,0.01,1.0
1600,9.725,26,1,0.01,1.0
1601,9.777,24,1,0.01,1.0
1602,9.777,24,1,0.01,1.0
1603,9.777,24,1,0.01,1.0
1604,9.777,24,1,0.01,1.0
1605,9.777,24,1,0.01,1.0
1606,9.777,24,1,0.01,1.0
1607,9.777,24,1,0.01,1.0
1608,9.777,24,1,0.01,1.0
1609,9.777,24,1,0.01,1.0
1610,9.777,24,1,0.01,1.0
1611,9.777,24,1,0.01,1.0
1612,9.475,27,1,0.01,1.0
1613,9.775,26,1,0.01,1.0
1614,9.777,24,1,0.01,1.0
1615,9.777,24,1,0.01,1.0
1616,9.777,24,1,0.01,1.0
1617,9.477,25,1,0.01,1.0
1618,9.777,24,1,0.01,1.0
1619,9.725,26,1,0.01,1.0
1620,9.777,24,1,0.01,1.0
1621,9.477,25,1,0.01,1.0
1622,9.477,25,1,0.01,1.0
1623,9.777,24,1,0.01,1.0
1624,9.777,24,1,0.01,1.0
1625,9.777,24,1,0.01,1.0
1626,9.777,24,1,0.01,1.0
1627,9.777,24,1,0.01,1.0
1628,9.777,24,1,0.01,1.0
1629,9.777,24,1,0.01,1.0
1630,9.475,27,1,0.01,1.0
1631,9.777,24,1,0.01,1.0
1632,9.777,24,1,0.01,1.0
1633,9.777,24,1,0.01,1.0
1634,9.725,26,1,0.01,1.0
1635,9.777,24,1,0.01,1.0
1636,9.775,26,1,0.01,1.0
1637,9.777,24,1,0.01,1.0
1638,9.777,24,1,0.01,1.0
1639,9.777,24,1,0.01,1.0
1640,9.777,24,1,0.01,1.0
1641,9.777,24,1,0.01,1.0
