episode,total_reward,steps,success,epsilon,rolling_success
52,-32.094,400,0,0.774421,0.0
53,-38.074,400,0,0.770549,0.0
54,-37.177,400,0,0.766696,0.0
55,-32.393,400,0,0.762863,0.0
56,-38.373,400,0,0.759048,0.0
57,-49.137,400,0,0.755253,0.0
58,-47.941,400,0,0.751477,0.0
59,-23.823,336,1,0.747719,0.0
60,-36.579,400,0,0.743981,0.0
61,-40.765,400,0,0.740261,0.0
62,-47.642,400,0,0.73656,0.0
63,-30.599,400,0,0.732877,0.0
64,-56.911,400,0,0.729212,0.0
65,-42.26,400,0,0.725566,0.0
66,-27.011,400,0,0.721939,0.0
67,-29.702,400,0,0.718329,0.0
68,-41.064,400,0,0.714737,0.0
69,-28.805,400,0,0.711164,0.0
70,-36.28,400,0,0.707608,0.0
71,-36.579,400,0,0.70407,0.0
72,-43.755,400,0,0.700549,0.0
73,-45.549,400,0,0.697047,0.0
74,-31.795,400,0,0.693561,0.0
75,-26.114,400,0,0.690094,0.0
76,-38.971,400,0,0.686643,0.0
77,-45.25,400,0,0.68321,0.0
78,-45.25,400,0,0.679794,0.0
79,-33.29,400,0,0.676395,0.0
80,-52.725,400,0,0.673013,0.0
81,-39.569,400,0,0.669648,0.0
82,-54.22,400,0,0.6663,0.0
83,-37.177,400,0,0.662968,0.0
84,-40.466,400,0,0.659653,0.0
85,-32.692,400,0,0.656355,0.0
86,-28.805,400,0,0.653073,0.0
87,-32.692,400,0,0.649808,0.0
88,-30.001,400,0,0.646559,0.0
89,-42.858,400,0,0.643326,0.0
90,-29.702,400,0,0.640109,0.0
91,-32.991,400,0,0.636909,0.0
92,-34.187,400,0,0.633724,0.0
93,-32.692,400,0,0.630556,0.0
94,-41.961,400,0,0.627403,0.0
95,-45.549,400,0,0.624266,0.0
96,-50.632,400,0,0.621145,0.0
97,-23.423,400,0,0.618039,0.0
98,-29.702,400,0,0.614949,0.0
99,-58.406,400,0,0.611874,0.0
100,-22.825,400,0,0.608815,0.06
101,-24.619,400,0,0.60577,0.06
102,-60.499,400,0,0.602742,0.06
103,-36.878,400,0,0.599728,0.05
104,-30.001,400,0,0.596729,0.04
105,-34.486,400,0,0.593746,0.04
106,-19.237,400,0,0.590777,0.04
107,-21.629,400,0,0.587823,0.04
108,-20.732,400,0,0.584884,0.04
109,-21.928,400,0,0.581959,0.04
110,-23.423,400,0,0.57905,0.04
111,-25.516,400,0,0.576154,0.04
112,-26.114,400,0,0.573274,0.04
113,-36.28,400,0,0.570407,0.04
114,-42.858,400,0,0.567555,0.04
115,-32.692,400,0,0.564717,0.04
116,-25.516,400,0,0.561894,0.04
117,-30.599,400,0,0.559084,0.03
118,-31.197,400,0,0.556289,0.03
119,-24.32,400,0,0.553508,0.03
120,-32.692,400,0,0.55074,0.03
121,-23.722,400,0,0.547986,0.03
122,-24.32,400,0,0.545246,0.03
123,-30.001,400,0,0.54252,0.03
124,-18.34,400,0,0.539808,0.03
125,-44.652,400,0,0.537108,0.02
126,-22.825,400,0,0.534423,0.02
127,-47.941,400,0,0.531751,0.01
128,-38.672,400,0,0.529092,0.01
129,-35.682,400,0,0.526447,0.01
130,-43.157,400,0,0.523814,0.01
131,-39.27,400,0,0.521195,0.01
132,-21.031,400,0,0.518589,0.01
133,-39.27,400,0,0.515996,0.01
134,-21.095,299,1,0.513416,0.02
135,-38.373,400,0,0.510849,0.02
136,-39.569,400,0,0.508295,0.02
137,-32.393,400,0,0.505754,0.02
138,-39.569,400,0,0.503225,0.02
139,-27.908,400,0,0.500709,0.02
140,-33.29,400,0,0.498205,0.02
141,-59.901,400,0,0.495714,0.02
142,-20.732,400,0,0.493236,0.02
143,-32.393,400,0,0.490769,0.02
144,-29.702,400,0,0.488316,0.02
145,-43.157,400,0,0.485874,0.02
146,-22.825,400,0,0.483445,0.02
147,-18.938,400,0,0.481027,0.02
148,-21.33,400,0,0.478622,0.02
149,-27.609,400,0,0.476229,0.02
150,-32.393,400,0,0.473848,0.02
151,-24.918,400,0,0.471479,0.02
152,-37.476,400,0,0.469121,0.02
153,-22.825,400,0,0.466776,0.02
154,-25.217,400,0,0.464442,0.02
155,-18.34,400,0,0.46212,0.02
156,-26.114,400,0,0.459809,0.02
157,-20.732,400,0,0.45751,0.02
158,-19.237,400,0,0.455222,0.02
159,-29.104,400,0,0.452946,0.01
160,-53.622,400,0,0.450682,0.01
161,-11.762,400,0,0.448428,0.01
162,-29.403,400,0,0.446186,0.01
163,-30.599,400,0,0.443955,0.01
164,-25.516,400,0,0.441735,0.01
165,-21.33,400,0,0.439527,0.01
166,-50.632,400,0,0.437329,0.01
167,-26.413,400,0,0.435142,0.01
168,-16.247,400,0,0.432967,0.01
169,-24.619,400,0,0.430802,0.01
170,-20.732,400,0,0.428648,0.01
171,-18.34,400,0,0.426505,0.01
172,-36.579,400,0,0.424372,0.01
173,-37.775,400,0,0.42225,0.01
174,-27.609,400,0,0.420139,0.01
175,-27.011,400,0,0.418038,0.01
176,-20.134,400,0,0.415948,0.01
177,-24.619,400,0,0.413868,0.01
178,-43.456,400,0,0.411799,0.01
179,-33.888,400,0,0.40974,0.01
180,-50.632,400,0,0.407691,0.01
181,-27.609,400,0,0.405653,0.01
182,-44.951,400,0,0.403625,0.01
183,-23.124,400,0,0.401606,0.01
184,-15.948,400,0,0.399598,0.01
185,-16.546,400,0,0.3976,0.01
186,-37.476,400,0,0.395612,0.01
187,-4.849,199,1,0.393634,0.02
188,-80.831,400,0,0.391666,0.02
189,-34.187,400,0,0.389708,0.02
190,-34.187,400,0,0.387759,0.02
191,-13.855,400,0,0.385821,0.02
192,-16.247,400,0,0.383891,0.02
193,-27.609,400,0,0.381972,0.02
194,-15.051,400,0,0.380062,0.02
195,-18.639,400,0,0.378162,0.02
196,-48.24,400,0,0.376271,0.02
197,-43.755,400,0,0.37439,0.02
198,-28.207,400,0,0.372518,0.02
199,-49.137,400,0,0.370655,0.02
200,-33.29,400,0,0.368802,0.02
201,-13.556,400,0,0.366958,0.02
202,-28.506,400,0,0.365123,0.02
203,-13.855,400,0,0.363297,0.02
204,-19.536,400,0,0.361481,0.02
205,-32.991,400,0,0.359674,0.02
206,-47.343,400,0,0.357875,0.02
207,-13.556,400,0,0.356086,0.02
208,-50.931,400,0,0.354305,0.02
209,-16.247,400,0,0.352534,0.02
210,-64.087,400,0,0.350771,0.02
211,-24.918,400,0,0.349017,0.02
212,-25.516,400,0,0.347272,0.02
213,-15.051,400,0,0.345536,0.02
214,-10.267,400,0,0.343808,0.02
215,-56.612,400,0,0.342089,0.02
216,-31.795,400,0,0.340379,0.02
217,-19.835,400,0,0.338677,0.02
218,-21.33,400,0,0.336983,0.02
219,-27.908,400,0,0.335298,0.02
220,-54.519,400,0,0.333622,0.02
221,-59.901,400,0,0.331954,0.02
222,-26.413,400,0,0.330294,0.02
223,-67.077,400,0,0.328643,0.02
224,-44.054,400,0,0.326999,0.02
225,-16.247,400,0,0.325364,0.02
226,-62.592,400,0,0.323738,0.02
227,-20.134,400,0,0.322119,0.02
228,-19.237,400,0,0.320508,0.02
229,-16.247,400,0,0.318906,0.02
230,-39.868,400,0,0.317311,0.02
231,-43.755,400,0,0.315725,0.02
232,-66.479,400,0,0.314146,0.02
233,-14.154,400,0,0.312575,0.02
234,-19.835,400,0,0.311012,0.01
235,-36.28,400,0,0.309457,0.01
236,-18.34,400,0,0.30791,0.01
237,-25.516,400,0,0.306371,0.01
238,-23.423,400,0,0.304839,0.01
239,-19.237,400,0,0.303315,0.01
240,-20.433,400,0,0.301798,0.01
241,-15.948,400,0,0.300289,0.01
242,-35.981,400,0,0.298788,0.01
243,-17.742,400,0,0.297294,0.01
244,-11.762,400,0,0.295807,0.01
245,-25.516,400,0,0.294328,0.01
246,-9.968,400,0,0.292856,0.01
247,-71.263,400,0,0.291392,0.01
248,-11.164,400,0,0.289935,0.01
249,-14.453,400,0,0.288486,0.01
250,-51.529,400,0,0.287043,0.01
251,-12.958,400,0,0.285608,0.01
252,-34.785,400,0,0.28418,0.01
253,-37.775,400,0,0.282759,0.01
254,-35.981,400,0,0.281345,0.01
255,-60.499,400,0,0.279938,0.01
256,-15.051,400,0,0.278539,0.01
257,-58.107,400,0,0.277146,0.01
258,-25.815,400,0,0.27576,0.01
259,-14.154,400,0,0.274382,0.01
260,-19.536,400,0,0.27301,0.01
261,-15.35,400,0,0.271645,0.01
262,-56.612,400,0,0.270286,0.01
263,-46.446,400,0,0.268935,0.01
264,-36.878,400,0,0.26759,0.01
265,-13.556,400,0,0.266252,0.01
266,-13.556,400,0,0.264921,0.01
267,-19.237,400,0,0.263596,0.01
268,-14.154,400,0,0.262278,0.01
269,-11.164,400,0,0.260967,0.01
270,-6.679,400,0,0.259662,0.01
271,-8.772,400,0,0.258364,0.01
272,-57.509,400,0,0.257072,0.01
273,-23.124,400,0,0.255787,0.01
274,-67.077,400,0,0.254508,0.01
275,-12.061,400,0,0.253235,0.01
276,-45.848,400,0,0.251969,0.01
277,-7.875,400,0,0.250709,0.01
278,-24.918,400,0,0.249456,0.01
279,-48.24,400,0,0.248208,0.01
280,-15.948,400,0,0.246967,0.01
281,-38.074,400,0,0.245733,0.01
282,-41.064,400,0,0.244504,0.01
283,-40.765,400,0,0.243281,0.01
284,-46.446,400,0,0.242065,0.01
285,-15.051,400,0,0.240855,0.01
286,-30.001,400,0,0.23965,0.01
287,-23.124,400,0,0.238452,0.0
288,-35.981,400,0,0.23726,0.0
289,-27.011,400,0,0.236074,0.0
290,-51.23,400,0,0.234893,0.0
291,-19.237,400,0,0.233719,0.0
292,-29.104,400,0,0.23255,0.0
293,-24.32,400,0,0.231387,0.0
294,-12.659,400,0,0.23023,0.0
295,-15.948,400,0,0.229079,0.0
296,-23.423,400,0,0.227934,0.0
297,-9.071,400,0,0.226794,0.0
298,-46.446,400,0,0.22566,0.0
299,-46.147,400,0,0.224532,0.0
300,-9.071,400,0,0.223409,0.0
301,-6.801,357,1,0.222292,0.01
302,-31.795,400,0,0.221181,0.01
303,-10.566,400,0,0.220075,0.01
304,-71.263,400,0,0.218974,0.01
305,-15.35,400,0,0.21788,0.01
306,-34.187,400,0,0.21679,0.01
307,-24.918,400,0,0.215706,0.01
308,-21.33,400,0,0.214628,0.01
309,-67.675,400,0,0.213555,0.01
310,-13.257,400,0,0.212487,0.01
311,3.827,194,1,0.211424,0.02
312,-11.463,400,0,0.210367,0.02
313,-30.001,400,0,0.209315,0.02
314,-29.104,400,0,0.208269,0.02
315,-22.825,400,0,0.207227,0.02
316,-17.144,400,0,0.206191,0.02
317,-7.576,400,0,0.20516,0.02
318,-29.403,400,0,0.204135,0.02
319,-66.778,400,0,0.203114,0.02
320,-32.692,400,0,0.202098,0.02
321,-9.071,400,0,0.201088,0.02
322,-62.293,400,0,0.200082,0.02
323,-48.539,400,0,0.199082,0.02
324,-16.845,400,0,0.198087,0.02
325,-10.566,400,0,0.197096,0.02
326,-18.639,400,0,0.196111,0.02
327,-36.28,400,0,0.19513,0.02
328,-38.074,400,0,0.194154,0.02
329,-7.277,400,0,0.193184,0.02
330,-40.466,400,0,0.192218,0.02
331,-9.071,400,0,0.191257,0.02
332,-24.021,400,0,0.1903,0.02
333,-6.978,400,0,0.189349,0.02
334,-33.589,400,0,0.188402,0.02
335,-21.629,400,0,0.18746,0.02
336,-8.772,400,0,0.186523,0.02
337,-23.423,400,0,0.18559,0.02
338,-20.732,400,0,0.184662,0.02
339,-53.622,400,0,0.183739,0.02
340,-7.875,400,0,0.18282,0.02
341,-40.167,400,0,0.181906,0.02
342,-36.579,400,0,0.180997,0.02
343,-6.38,400,0,0.180092,0.02
344,-11.762,400,0,0.179191,0.02
345,-32.393,400,0,0.178295,0.02
346,-22.227,400,0,0.177404,0.02
347,-10.566,400,0,0.176517,0.02
348,-12.36,400,0,0.175634,0.02
349,-59.901,400,0,0.174756,0.02
350,-24.918,400,0,0.173882,0.02
351,-14.154,400,0,0.173013,0.02
352,-18.938,400,0,0.172148,0.02
353,-30.898,400,0,0.171287,0.02
354,-25.217,400,0,0.170431,0.02
355,-9.669,400,0,0.169578,0.02
356,-40.466,400,0,0.168731,0.02
357,-5.483,400,0,0.167887,0.02
358,-34.187,400,0,0.167047,0.02
359,-11.762,400,0,0.166212,0.02
360,-17.742,400,0,0.165381,0.02
361,-13.855,400,0,0.164554,0.02
362,-16.845,400,0,0.163731,0.02
363,-8.772,400,0,0.162913,0.02
364,-13.855,400,0,0.162098,0.02
365,-56.911,400,0,0.161288,0.02
366,-30.898,400,0,0.160481,0.02
367,-6.38,400,0,0.159679,0.02
368,-50.931,400,0,0.158881,0.02
369,-39.868,400,0,0.158086,0.02
370,-51.828,400,0,0.157296,0.02
371,-6.679,400,0,0.156509,0.02
372,-13.257,400,0,0.155727,0.02
373,-10.267,400,0,0.154948,0.02
374,-40.765,400,0,0.154173,0.02
375,-88.306,400,0,0.153402,0.02
376,-38.373,400,0,0.152635,0.02
377,-38.373,400,0,0.151872,0.02
378,-20.433,400,0,0.151113,0.02
379,-30.3,400,0,0.150357,0.02
380,-15.649,400,0,0.149606,0.02
381,-14.154,400,0,0.148857,0.02
382,-7.576,400,0,0.148113,0.02
383,-36.28,400,0,0.147373,0.02
384,-36.878,400,0,0.146636,0.02
385,-9.071,400,0,0.145903,0.02
386,-4.885,400,0,0.145173,0.02
387,-81.728,400,0,0.144447,0.02
388,-21.031,400,0,0.143725,0.02
389,-75.748,400,0,0.143006,0.02
390,-7.875,400,0,0.142291,0.02
391,-48.24,400,0,0.14158,0.02
392,-43.755,400,0,0.140872,0.02
393,-36.28,400,0,0.140168,0.02
394,-10.566,400,0,0.139467,0.02
395,-40.765,400,0,0.138769,0.02
396,-5.782,400,0,0.138076,0.02
397,-0.525,61,1,0.137385,0.03
398,-26.114,400,0,0.136698,0.03
399,-9.669,400,0,0.136015,0.03
400,-66.18,400,0,0.135335,0.03
401,-5.483,400,0,0.134658,0.02
402,-87.708,400,0,0.133985,0.02
403,-76.346,400,0,0.133315,0.02
404,-16.247,400,0,0.132648,0.02
405,-57.003,327,1,0.131985,0.03
406,-34.187,400,0,0.131325,0.03
407,-35.682,400,0,0.130668,0.03
408,-6.978,400,0,0.130015,0.03
409,-4.586,400,0,0.129365,0.03
410,-49.735,400,0,0.128718,0.03
411,-11.164,400,0,0.128075,0.02
412,-56.612,400,0,0.127434,0.02
413,-4.885,400,0,0.126797,0.02
414,-7.277,400,0,0.126163,0.02
415,-20.433,400,0,0.125532,0.02
416,-27.31,400,0,0.124905,0.02
417,-11.463,400,0,0.12428,0.02
418,-17.144,400,0,0.123659,0.02
419,-4.586,400,0,0.12304,0.02
420,-36.579,400,0,0.122425,0.02
421,-54.22,400,0,0.121813,0.02
422,-24.021,400,0,0.121204,0.02
423,-64.386,400,0,0.120598,0.02
424,-66.479,400,0,0.119995,0.02
425,-12.36,400,0,0.119395,0.02
426,-79.934,400,0,0.118798,0.02
427,-23.423,400,0,0.118204,0.02
428,-14.154,400,0,0.117613,0.02
429,-37.775,400,0,0.117025,0.02
430,-5.184,400,0,0.11644,0.02
431,-8.174,400,0,0.115858,0.02
432,-33.29,400,0,0.115278,0.02
433,-3.39,400,0,0.114702,0.02
434,-5.782,400,0,0.114128,0.02
435,-67.675,400,0,0.113558,0.02
436,-18.34,400,0,0.11299,0.02
437,-60.2,400,0,0.112425,0.02
438,-52.725,400,0,0.111863,0.02
439,-4.586,400,0,0.111304,0.02
440,-68.871,400,0,0.110747,0.02
441,-69.469,400,0,0.110193,0.02
442,-35.383,400,0,0.109642,0.02
443,-48.539,400,0,0.109094,0.02
444,-11.762,400,0,0.108549,0.02
445,-5.782,400,0,0.108006,0.02
446,-38.074,400,0,0.107466,0.02
447,-6.38,400,0,0.106929,0.02
448,-13.855,400,0,0.106394,0.02
449,-67.974,400,0,0.105862,0.02
450,-42.26,400,0,0.105333,0.02
451,-38.672,400,0,0.104806,0.02
452,-5.782,400,0,0.104282,0.02
453,-24.32,400,0,0.103761,0.02
454,-4.287,400,0,0.103242,0.02
455,-8.473,400,0,0.102726,0.02
456,-53.024,400,0,0.102212,0.02
457,-59.303,400,0,0.101701,0.02
458,-18.34,400,0,0.101192,0.02
459,-36.878,400,0,0.100686,0.02
460,-4.586,400,0,0.100183,0.02
461,-4.586,400,0,0.099682,0.02
462,-17.443,400,0,0.099184,0.02
463,-57.509,400,0,0.098688,0.02
464,-34.486,400,0,0.098194,0.02
465,-95.482,400,0,0.097703,0.02
466,-47.941,400,0,0.097215,0.02
467,-39.569,400,0,0.096729,0.02
468,-72.758,400,0,0.096245,0.02
469,-67.077,400,0,0.095764,0.02
470,-8.473,400,0,0.095285,0.02
471,-4.885,400,0,0.094809,0.02
472,-15.948,400,0,0.094335,0.02
473,-4.287,400,0,0.093863,0.02
474,-54.519,400,0,0.093394,0.02
475,-1.596,400,0,0.092927,0.02
476,-60.798,400,0,0.092462,0.02
477,-5.483,400,0,0.092,0.02
478,-8.473,400,0,0.09154,0.02
479,-20.433,400,0,0.091082,0.02
480,-39.868,400,0,0.090627,0.02
481,-6.978,400,0,0.090173,0.02
482,-4.586,400,0,0.089723,0.02
483,-96.379,400,0,0.089274,0.02
484,-5.782,400,0,0.088828,0.02
485,-45.25,400,0,0.088383,0.02
486,-4.287,400,0,0.087942,0.02
487,-5.184,400,0,0.087502,0.02
488,-37.476,400,0,0.087064,0.02
489,-4.586,400,0,0.086629,0.02
490,-30.599,400,0,0.086196,0.02
491,-13.257,400,0,0.085765,0.02
492,-2.792,400,0,0.085336,0.02
493,-9.968,400,0,0.084909,0.02
494,-26.712,400,0,0.084485,0.02
